GAMEPLAY_Controller_MoveCamera,Move Camera,,
GAMEPLAY_Controller_CycleLightSources,Cycle Light Sources,,
GAMEPLAY_Controller_LightMatch,Light Match,,
GAMEPLAY_Controller_CycleWeapons,Cycle Weapons,,
GAMEPLAY_PressAnyKeyToContinueMouse,Press Any Key To Continue,,Nhấn phím bất kỳ để tiếp tục
GAMEPLAY_PressAnyKeyToContinueController,Press Any Button To Continue,,
GAMEPLAY_PressAnyKeyToContinueConsole,Press Any Button To Continue,,
GAMEPLAY_CameraSensitivity,Camera Sensitivity,,
GAMEPLAY_NoTool,No Tool,,
GAMEPLAY_NonPotable,Non Potable,,
GAMEPLAY_LitFlare,Lit Flare,,
GAMEPLAY_ToolRequiredToBreakIce,Tool Required To Break Ice,,
GAMEPLAY_Status,Status,,
GAMEPLAY_PurifyWater,Purify Water,,
GAMEPLAY_Purify,Purify,,
GAMEPLAY_BuyNow,Buy Now,,
GAMEPLAY_TrialVersion,Trial Version,,
GAMEPLAY_TrialMode,Trial Mode,,
LINETEST_COPYPASTE,"This is on the first line
This should be on the second line",,
LINETEST_ALTENTER,"This is on the first line
This should be on the second line",,
LINETEST_CTRENTER,"This is on the first line
This should be on the second line",,
GAMEPLAY_LitFlareNoStore,A lit flare cannot be stored,,
GAMEPLAY_AnyFeedback,"For feedback and help, visit[FFFF00] www.hinterlandforums.com[-]",,
SCENENAME_WhalingShip,Whaling Ship,"Rusted, old, whaling ship",
GAMEPLAY_Ship,Ship,Ship you can enter,
GAMEPLAY_NoItemsOfTypeInventory,No items of this type in Inventory,,
GAMEPLAY_NoItemsOfTypeContainer,No items of this type in Container,,
GAMEPLAY_NoItemsInventory,No items in Inventory,,
GAMEPLAY_NoItemsContainer,No items in Container,,
GAMEPLAY_NoLightSourceInInventory,No light sources in inventory,,
GAMEPLAY_EquipLightsource,Equip Lightsource,,
GAMEPLAY_WhalingStation,Hibernia Processing,Whaling Station name,
GAMEPLAY_WhaleShip,The Riken,Whaling ship name,
GAMEPLAY_WhaleLighthouse,Lonely Lighthouse,Light house name in whaling station region,
GAMEPLAY_WhaleChurch,Stone Church,Church name in whaling station region,
GAMEPLAY_WhaleBrokenBridge,Broken Bridge,Broken road bridge in whaling station region,
GAMEPLAY_EnableGamepad,Enable Gamepad,,
GAMEPLAY_CoastalHighwayDescriptionLocked,Explore the world to find the route that leads to this region!,,
GAMEPLAY_PleasantValleyDescriptionLocked,Explore the world to find the route that leads to this region!,``,
GAMEPLAY_MysteryLakeDescriptionUnlocked,"Ideal for new players. A balance between wilderness and man-made shelters, resources, and wildlife.

Connects to Coastal Highway and Pleasant Valley.","REMOVED: You've found your way to Mystery Lake, a blend of wilderness and man-made shelters, including the Carter Hydro Dam.",
GAMEPLAY_CoastalHighwayDescriptionUnlocked,"For intermediate players. A weather-battered coastline rich in shelters and resources. Watch out for wildlife. 

Connects to Mystery Lake, Pleasant Valley, and Desolation Point.","REMOVED: You've found your way to the Coastal Highway, which winds its way around a weather-battered coastline, with small clusters of habitation to be found along the way.",
GAMEPLAY_PleasantValleyDescriptionUnlocked,"For advanced players. A challenging, vast mountain wilderness region with a few key shelters, originally settled by hardy homesteaders.

Connects to Mystery Lake, Coastal Highway, and Timberwolf Mountain.","REMOVED: You've found your way to Pleasant Valley, a vast rural-mountain wilderness originally settled by hardy homesteaders.",
GAMEPLAY_RandomRegionDescription,You will start in a random region!,,
GAMEPLAY_FutureRegion,Coming soon!,,
GAMEPLAY_FutureRegionDescription,More regions are on their way.,,
GAMEPLAY_FuelSupply,Fuel Supply,,
GAMEPLAY_Sheltered,Sheltered,,
GAMEPLAY_rug,Rug,,
GAMEPLAY_shelf,Shelf,wooden shelf,
GAMEPLAY_pillow,Pillow,,
GAMEPLAY_branch,Branch,"branch, fallen from a tree, small - can be broken by hand",Cành cây
GAMEPLAY_Light,Light,as in light a lantern or flare,
GAMEPLAY_Throw,Throw,action,
GAMEPLAY_Extinguish,Extinguish,action,
GAMEPLAY_FireWeapon,Fire,as in fire a weapon,
GAMEPLAY_Aim,Aim,action,
GAMEPLAY_DrawBow,Draw,as in draw a bowstring,
GAMEPLAY_RelaxBow,Relax,as in relax a bowstring without firing an arrow,
GAMEPLAY_Brandish,Brandish,to swing weapon wildly,
GAMEPLAY_Curtain,Curtain,single curtain/drape window covering,
GAMEPLAY_Towel,Towel,hand towel,
GAMEPLAY_Duration,Duration,,
GAMEPLAY_CardboardBox,Cardboard Box,,
GAMEPLAY_Crib,Crib,babies crib,
GAMEPLAY_Controller_Sprint,Sprint (RB),,
GAMEPLAY_Sprint,Sprint,,
GAMEPLAY_Fight,Fight Back!,,
GAMEPLAY_BarkTinder,Birch Bark,piece of bark from a birch tree,
GAMEPLAY_BarkTinderDescription,"Birch tree bark. Lightweight and flamable, this bark can be used as tinder",,
GAMEPLAY_Stick,Stick,"small stick, fallen from a tree",
GAMEPLAY_Sticks,Sticks,,
GAMEPLAY_StickDescription,"Small stick, will burn, but not for long",,
GAMEPLAY_Pallet,Pallet,"single wooden, large pallet",
GAMEPLAY_Pallets,Pallets,"pile of large, wooden pallets",
GAMEPLAY_Planks,Planks,pile of wooden planks,
GAMEPLAY_BranchBigSoft,Cedar Limb,"A large fallen cedar tree branch, needs a hatchet to break it up",
GAMEPLAY_Affliction,Affliction,,
GAMEPLAY_Torn,Torn,,
GAMEPLAY_DamageEventBloodLoss,Blood Loss,,
GAMEPLAY_DamageEventRiskOfInfection,Infection Risk,,
GAMEPLAY_DamageEventSprainedAnkle,Sprained Ankle,,
GAMEPLAY_DamageEventSprainedWrist,Sprained Wrist,,
GAMEPLAY_DamageEventLaceration,Laceration,,
GAMEPLAY_DamageEventMinorBruising,Minor Bruising,,
GAMEPLAY_DamageEventMajorBruising,Major Bruising,,
GAMEPLAY_DamageEventRippedClothing,Clothing,,
GAMEPLAY_TakeTorch,Take Torch,taking a torch out of a burning fire,
GAMEPLAY_SprainedWrist,Sprained Wrist,,
GAMEPLAY_SprainedWristDescription,"You have sprained your wrist. You will not be able to hold weapons until you treat it, or it heals over time.",,
GAMEPLAY_SprainedWristCannotHoldWeapon,You cannot equip a weapon while you have a sprained wrist.,,
GAMEPLAY_SprainedWristHUD,Suffered a sprained wrist,,
GAMEPLAY_SprainedWristLog,Sprained wrist,,
GAMEPLAY_SprainedWristHealed,Sprained wrist healed,,
GAMEPLAY_TaintedFood,Tainted Food,,
GAMEPLAY_TaintedWater,Tainted Water,,
GAMEPLAY_TreatWounds,Treat Wounds,,
GAMEPLAY_Fall,Fall,"noun, you had a fall (fell down)",
GAMEPLAY_WolfBite,Wolf Bite,,
GAMEPLAY_BearBite,Bear Bite,,
GAMEPLAY_ContractedHypothermiaHUD,Contracted hypothermia,,
GAMEPLAY_ContractedHypothermiaLog,Contracted hypothermia.,,
GAMEPLAY_HypothermiaHasPassed,Hypothermia has passed,,
GAMEPLAY_ColdWeather,Cold Weather,,
GAMEPLAY_FellThroughIce,Fell Through Ice,,
GAMEPLAY_Hypothermia,Hypothermia,,
GAMEPLAY_OldBedroll,Old Bedroll,"old, worn out bedroll (not one the player would ever use)",
GAMEPLAY_RequiresToolToBreakDown,Requires {tool-name} to break down,,
GAMEPLAY_BranchBigHard,Fir Limb,"A large fallen fir tree branch, needs a hatchet to break it up",
GAMEPLAY_DontHaveTreatment,You do not have the required first aid supplies,,
GAMEPLAY_ImprovedRest,Improved Rest,,
GAMEPLAY_WarmingUp,Warming Up,,
GAMEPLAY_FatigueReduced,Fatigue Reduced,,
GAMEPLAY_HotFoodDrink,Hot Food/Drink,,
GAMEPLAY_UserChanged,The signed in user has changed.,,
GAMEPLAY_ActiveControllerDisconnected,The active controller is no longer connected. Please press a button to continue playing.,,
GAMEPLAY_RandomRegion,Random,,
SCENENAME_DamRiver,Winding River,River area leading to carter Dam,
GAMEPLAY_HypothermiaDescription,Your body temperature was too low for too long. You will weaken until you stay above freezing for 24 hours.,,
GAMEPLAY_HypothermiaTreatment,Remain above freezing for {time-val} hours,,
GAMEPLAY_Hacksaw,Hacksaw,,
GAMEPLAY_HacksawDescription,Heavy-duty saw made to cut through metal.,,
GAMEPLAY_MetalShelf,Metal Shelf,,
GAMEPLAY_NewGame,New Game,,
GAMEPLAY_MetalTable,Metal Table,,
GAMEPLAY_MetalLamp,Metal Lamp,lamp made from metal,
GAMEPLAY_BrokenMetalLightFitting,Broken Metal Light Fixture,discarded metal light fitting,
GAMEPLAY_LightFog,Light Fog,weather condition,
GAMEPLAY_BrokenMetalDoor,Broken Metal Door,"A door panel broken off, seperate from door way",
GAMEPLAY_BrokenMetalBedFrame,Broken Metal Bed Frame,"An empty  bed frame with no matress, so can't sleep on it",
GAMEPLAY_MetalControlBox,Broken Metal Control Box,"a small industrial box used for controlling machinery, discared and broken",
GAMEPLAY_MetalToaster,Toaster,a bread toaster,
GAMEPLAY_SleepInterruptedDueToFreezing,You woke up freezing,woke up early due to freezing,
GAMEPLAY_NoOtherFirearmsInInventory,No other weapons in inventory,,
GAMEPLAY_NoOtherLightSourceInInventory,No other light sources in inventory,,
GAMEPLAY_WhaleWaterfall,Waterfall,"Tall waterfall, near broken bridge and cave.",
GAMEPLAY_Male,Male,,
GAMEPLAY_Female,Female,,
GAMEPLAY_DateSaved,Date Saved,,
GAMEPLAY_Location,Location,,
GAMEPLAY_SurvivalTime,Survival Time,,
GAMEPLAY_Persona,Persona,,
GAMEPLAY_Overwrite,Overwrite,Copy over,
GAMEPLAY_OverwriteSaveSlotMessage,Are you sure you want to overwrite the selected game? All progress from that game session will be lost.,,
GAMEPLAY_New,New,,
GAMEPLAY_Resume,Resume,,
GAMEPLAY_ReduceHunger,Reduce Hunger,,
SCENENAME_HighwayTransition,Crumbling Highway,"Highway that goes from Coastal to Whaling Station regions, passes through a burned forest",
GAMEPLAY_TraveltoBurnedHighway,Travel to Crumbling Highway,,
GAMEPLAY_WhaleCorner,Katie's Secluded Corner,"Small, secluded, cliff surrounded corner, not on the main path. There's the remains of someone having camped here",
GAMEPLAY_Coal,Coal,,
GAMEPLAY_CoalDescription,Lump of Coal,,
GAMEPLAY_Hammer,Heavy Hammer,,
GAMEPLAY_HammerDescription,A hammer suitable for metalworking,,
GAMEPLAY_KnifeImprovised,Improvised Knife,,
GAMEPLAY_KnifeImprovisedDescription,"An improvised knife made of scrap metal with a cloth-wrapped handle. Not as robust or nice to look at as one made by a professional, but it'll do the trick.",,
GAMEPLAY_HatchetImprovised,Improvised Hatchet,,
GAMEPLAY_HatchetImprovisedDescription,"An improvised hatchet. Basically a heavy piece of metal with a sharpened edge. Not fancy, but utilitarian.",,
GAMEPLAY_Forge,Forge,,
GAMEPLAY_ForgeFuelDoor,Furnace,,
GAMEPLAY_ForgeNotHotEnoughForCrafting,Forge temperature required: {temperature},,
GAMEPLAY_BurnTimeNeededForCoal,Minutes before coal can be added: {minutes},,
GAMEPLAY_Plank,Plank,a single plank of wood,
GAMEPLAY_Harvested,Harvested,,
GAMEPLAY_Crafted,Crafted,,
GAMEPLAY_Cooked,Cooked,,
GAMEPLAY_Boiled,Boiled,,
GAMEPLAY_Purified,Purified,purified water with tablet,
GAMEPLAY_Melted,Melted,,
GAMEPLAY_Unloaded,Unloaded,unloaded ammo from gun,
GAMEPLAY_Added,Added,,
GAMEPLAY_Dropped,Dropped,,
GAMEPLAY_Drank,Drank,,
GAMEPLAY_Recovered,Recovered,recovered leftover fuel from lantern,
GAMEPLAY_Temperature,Temperature,,
GAMEPLAY_WaterNonPotable,Water (Unsafe),,
GAMEPLAY_Condition,Condition,player health,
GAMEPLAY_CalorieStore,Calorie Store,number of calories in reserve,Calo còn
GAMEPLAY_ClothingBonus,Clothing Bonus,,
GAMEPLAY_UsePrybar,Use Prybar,,
GAMEPLAY_UseHammer,Use Hammer,,
GAMEPALY_HungerFull,Full,related to hunger,Đói
GAMEPLAY_HungerPeckish,Peckish,related to hunger,
GAMEPLAY_HungerHungry,Hungry,related to hunger,
GAMEPLAY_HungryRavenous,Ravenous,related to hunger,
GAMEPLAY_ColdLevelWarm,Warm,related to cold level,Độ ấm
GAMEPLAY_ColdLevelChilled,Chilled,related to cold level,
GAMEPLAY_ColdLevelCold,Cold,related to cold level,
GAMEPLAY_ColdLevelNumb,Numb,related to cold level,
GAMEPLAY_ThirstSlaked,Slaked,related to thirst,Khát nước
GAMEPLAY_ThirstDryMouth,Dry-mouth,related to thirst,
GAMEPLAY_ThirstParched,Parched,related to thirst,
GAMEPLAY_FatigueRested,Rested,related to fatigue,Nghỉ ngơi
GAMEPLAY_FatigueWinded,Winded,related to fatigue,
GAMEPLAY_FatigueDrained,Drained,related to fatigue,
GAMEPLAY_Forging,Forging,displayed as title on Forging UI,
GAMEPLAY_WhalingStationRegionDescriptionLocked,Explore the world to find the route that leads to this region!,,
GAMEPLAY_WhalingStationRegionDescriptionUnlocked,"For intermediate players. Several key shelters, plenty of hostile wildlife, and harsh weather conditions to be found around these remnants of a once-thriving whaling industry.

Connects to Coastal Highway.","REMOVED: You've found your way to Desolation Point, a stretch of highway featuring the remnants of a once-thriving whaling industry.",
GAMEPLAY_HwayTransBurnedForest,Crumbling Highway,Crumbling Highway Transition - the name of this burned forest,
GAMEPLAY_HwayTransHouses,Abandoned Harris Home,"Burned Highway Transition - small group of burned, abandoned houses",
GAMEPLAY_HwayTransRoadCollapse,Road Collapse,Burned Highway Transition - section of road has collapsed/subsided/landslipped away,
GAMEPLAY_HwayTransMine,Abandoned Mine No.3 (west),Burned Highway Transition - abandoned mine entrance,
GAMEPLAY_HwayTransArch,The Arch,Burned Highway Transition - A rock formed arch over sea ice,
GAMEPLAY_MetalPan,Metal Pan,Metal pot/pan used for cooking food,
GAMEPLAY_HeatOutput,Heat Output,heat output from a stove/furnace,
SCENENAME_HighwayTransitionZone,Crumbling Highway,A stretch of highway that is falling apart,
SCENENAME_HighwayMineTransitionZone,No. 3 Coal Mine,,
SCENENAME_Lighthousea,Lonely Lighthouse,,
SCENENAME_WhalingMine,Abandoned Mine No.5,mine in Whaling region,
SCENENAME_WhalingWarehouseA,Whale Processing,name of a warehouse at the whaling factory,
SCENENAME_WhalingShipA,The Riken,name of a whaling ship,
GAMEPLAY_WhaleCrashedTruck,Matt's Truck,location name for truck crashed off bridge into ice below,
GAMEPLAY_WhaleIsland,Little Island,Island off coast of whaling region,
GAMEPLAY_WhaleBlockedRoad,Blocked Highway,"Coast highway, blocked by another rockfall/landslide",
GAMEPLAY_WhaleTransitionMine,Abandoned Mine No.3 (East Access),This mine links up to the burned highway,
GAMEPLAY_WhaleShortcutMine1,Abandoned Mine No.5 (West Access),mine entrance in Whaling region,
GAMEPLAY_WhaleShortcutMine2,Abandoned Mine No.5 (East Access),mine entrance in Whaling region,
GAMEPLAY_PlaceItem,Place Item (LT),For Controller Layout,
GAMEPLAY_WornOutPopup,Worn Out,,
GAMEPLAY_RuinedPopup,Ruined,,
GAMEPLAY_Close,Close,verb,
GAMEPLAY_SSAO,SSAO,Abbreviation for Screen Space Ambient Occlusion,
GAMEPLAY_SSAOOn,On,,
GAMEPLAY_SSAOOff,Off,,
GAMEPLAY_OverwriteYour,Overwrite Your,as in overwrite your save game,
GAMEPLAY_BearMeatCooked,Bear Meat (Cooked),,
GAMEPLAY_HeatedUp,Heated Up,heating up food,
GAMEPLAY_OpenCanItem,Open {item-name},"as in ""open canned beans""",
GAMEPLAY_SignedInAs,Signed in as,,
GAMEPLAY_SwitchUser,Switch User,,
GAMEPLAY_LeaveMysteryLake,Leave Mystery Lake,,
GAMEPLAY_LeaveRavine,Leave Ravine,,
GAMEPLAY_LeaveCoastalHighway,Leave Coastal Highway,,
GAMEPLAY_LeaveMine,Leave Mine,,
GAMEPLAY_LeavePleasantValley,Leave PleasantValley,,
GAMEPLAY_LeaveCave,Leave Cave,,
GAMEPLAY_LeaveCrumblingHighway,Leave Crumbling Highway,,
GAMEPLAY_LeaveDesolationPoint,Leave Desolation Point,,
GAMEPLAY_LeaveUpperDam,Leave Upper Dam,,
GAMEPLAY_LeaveLowerDam,Leave Lower Dam,,
GAMEPLAY_LeaveWindingRiver,Leave Winding River,,
GAMEPLAY_LeaveBarnhouse,Leave Barnhouse,,
GAMEPLAY_LeaveCampOffice,Leave Camp Office,,
GAMEPLAY_LeaveCrashMountain,Leave Timberwolf Mountain,,
GAMEPLAY_LeaveHouse,Leave House,,
GAMEPLAY_LeaveFarmhouse,Leave Farmhouse,,
GAMEPLAY_LeaveBasement,Leave Basement,,
GAMEPLAY_LeaveCabin,Leave Cabin,,
GAMEPLAY_LeaveLighthouse,Leave Lighthouse,,
GAMEPLAY_LeavePrepperCache,Leave Prepper Cache,,
GAMEPLAY_LeaveGasStation,Leave Gas Station,,
GAMEPLAY_LeaveControlHut,Leave Control Hut,,
GAMEPLAY_LeaveStore,Leave Store,,
GAMEPLAY_LeaveTrailer,Leave Trailer,,
GAMEPLAY_LeaveWhalingShip,Leave Riken,,
GAMEPLAY_LeaveWarehouse,Leave Warehouse,,
GAMEPLAY_NewLocationDiscovered,New Location Discovered,,
GAMEPLAY_Rope,Mountaineering Rope,,
GAMEPLAY_RopeDescription,Heavy-duty rope designed for climbing.,,
GAMEPLAY_TakeRope,Take Mountaineering Rope,,
GAMEPLAY_DeployRope,Deploy Mountaineering Rope,,
GAMEPLAY_RopeAddedToInventory,Mountaineering Rope Added To Inventory,,
GAMEPLAY_RopeDeployed,Mountaineering Rope Deployed,,
GAMEPLAY_NoRope,No Mountaineering Rope In Inventory,,
GAMEPLAY_Ledge,Ledge,,
GAMEPLAY_FlareGun,Distress Pistol,,
GAMEPLAY_FlareGunDescription,A device used to launch an emergency beacon into the air. Fires Flare Shells.,,
GAMEPLAY_SurvivalRecord,Survival Record,,
GAMEPLAY_DaysSurvived,Days Survived,,
GAMEPLAY_CurrentSandbox,Current Sandbox,,
GAMEPLAY_AllTime,All Time,,
GAMEPLAY_DiedFrom,Died From,,
GAMEPLAY_Statistic,Statistic,,
GAMEPLAY_DetailedStats,Detailed Stats,,
GAMEPLAY_Stats,Stats,,
GAMEPLAY_FlareGunAmmoSingle,Flare Shell,,
GAMEPLAY_FlareGunAmmoSingleDescription,An emergency beacon fired from a Distress Pistol.,,
SCENENAME_RuralHouse,Crossroads House,name for house interiors in Pleasant Valley's crossroads town,
GAMEPLAY_ResetAllTimeStats,Reset Stats,,
GAMEPLAY_DetailedView,Detailed View,,
GAMEPLAY_SummaryView,Summary View,,
GAMEPLAY_FlareGunContainer,Emergency Kit,,
GAMEPLAY_SurvivalRecordSummaryAlive,"Playing <EXPERIENCEMODE>, you started in <STARTZONE>. You have survived for <SURVIVALTIME>.",<EXPERIENCEMODE> will be replaced in code. please do not translate the text between the < >,
GAMEPLAY_SurvivalRecordSummaryDead,"Playing <EXPERIENCEMODE>, you started in <STARTZONE>, and died in <ENDZONE>. You survived for <SURVIVALTIME>.",<EXPERIENCEMODE> will be replaced in code. please do not translate the text between the < >,
GAMEPLAY_CycleBest,Cycle Best,,
GAMEPLAY_Date,Date,,
GAMEPLAY_XPMode,Exp. Mode,Exp. = experience,
GAMEPLAY_Survival,Survived,[this should appear in the Sandbox save menu],
GAMEPLAY_Rename,Rename,,
GAMEPLAY_RenameSandbox,Rename Sandbox,,
GAMEPLAY_NameSandbox,Name Sandbox,,
GAMEPLAY_RenameChallenge,Rename Challenge,,
GAMEPLAY_NameChallenge,Name Challenge,,
GAMEPLAY_SelectSlotName,Select slot name (cannot be blank),,
GAMEPLAY_RifleCleaningKit,Rifle Cleaning Kit,,
GAMEPLAY_RifleCleaningKitDescription,Compact tool kit used to keep a Rifle in good working order.,,
GAMEPLAY_Clean,Clean,as in 'clean a gun',
GAMEPLAY_SharpeningStone,Whetstone,A sharpening stone.,
GAMEPLAY_SharpeningStoneDescription,A whetsone used to sharpen blades.,,
GAMEPLAY_Sharpen,Sharpen,as in 'sharpen a blade',
GAMEPLAY_CleaningSkill,Cleaning Skill,how good player is at cleaning a rifle,
GAMEPLAY_SharpeningSkill,Sharpening Skill,how good player is at sharpening a blade,
GAMEPLAY_CleanConditionBoost,Clean Condition Improvement,improvement in rifle condition as a result of cleaning,
GAMEPLAY_SharpenConditionBoost,Sharpen Condition Improvement,improvement in blade condition as a result of sharpening,
GAMEPLAY_TimeForClean,Time to Clean,how long cleaning will take,
GAMEPLAY_TimeForSharpen,Time to Sharpen,how long sharpening will take,
GAMEPLAY_RequiredTool,Required Tool,,
GAMEPLAY_CleaningProgress,Cleaning...,,
GAMEPLAY_SharpeningProgress,Sharpening...,,
GAMEPLAY_CleanSkillIncreased,Cleaning skill increased to {%-value},,
GAMEPLAY_SharpenSkillIncreased,Sharpening skill increased to {%-value},,
GAMEPLAY_CleanNotRequired,Item doesn't require Cleaning.,,
GAMEPLAY_SharpenNotRequired,Item doesn't need to be Sharpened.,,
GAMEPLAY_RifleJammedReloadReq,Rifle Jammed. Reload to Clear.,,
GAMEPLAY_Delete,Delete,deleting a save slot,
GAMEPLAY_EmptySlot,Empty Slot,empty save slot,
GAMEPLAY_DeleteSaveSlotMessage,Are you sure you want to delete the selected game? All progress from that game session will be lost.,,
GAMEPLAY_ClimbersJournal,Climber's Journal Page,,
GAMEPLAY_ClimbersJournalDescription,A page from a climber's journal found near the base of Timberwolf Mountain.,,
GAMEPLAY_ClimbersJournalNarrativeText,"Sept 5th
Arrived at the base of Timberwolf Mountain. Looks like there are some nice cracks, just like Clive said. Going to set up a top rope and do some bouldering until the others show up. Hopefully soon.

Sept 6th
Wondering if my friends got lost as they still haven't arrived. Woke up in the night to a deafening noise, and fire on the mountain. Went to check it out but the weather got nasty and I couldn't find my way.

Sept 7th
Clear day. I went out again. Found some metal cargo crates. They look like they might have come from a plane. There's still smoke coming from the summit. I'm heading out to see if I can make it to the peak and learn more about what's going on.",,
GAMEPLAY_Meters,Metres,,
GAMEPLAY_FEET,Feet,,
GAMEPLAY_Notes,Notes,,
GAMEPLAY_NoDataThisDay,No data for this day.,Refers to saved Stats data.,
GAMEPLAY_LogExploredMessage,I have explored {%-value}% of the world so far,,
GAMEPLAY_LogRestedMessage,I rested {hours-value} hours,,
GAMEPLAY_LogConditionMessage,My condition ranged from {low-value} to {high-value}%,,
GAMEPLAY_LogCalorieMessage,I burned {cal-value} calories,,
GAMEPLAY_LogAfflictionMessage,I sustained the following injuries:,,
GAMEPLAY_LogGeneralCondition,My general condition,,
GAMEPLAY_LogVisitedLocations,I visited these locations,,
GAMEPLAY_GeneralNotes,General Notes,,
GAMEPLAY_LogDayCount,Day {day-value},,
GAMEPLAY_LogDayCountSummary,Day {day-value} Summary,,
GAMEPLAY_LogDayCountNotes,Day {day-value} Notes,,
GAMEPLAY_Collectibles,Collectibles,,
GAMEPLAY_TakeNotes,Take Notes,,
GAMEPLAY_DailyLog,Daily Log,,
GAMEPLAY_EditNotes,Edit Notes,,
GAMEPLAY_ReadText,Read Text,,
GAMEPLAY_Stat_HoursSurvived,Days Survived,,
GAMEPLAY_Stat_OutdoorLocationsExplored,Outdoor Locations Found,,
GAMEPLAY_Stat_OutdoorWorldExploredPercentage,Outdoor World Explored,,
GAMEPLAY_Stat_IndoorLocationsExplored,Indoor Locations Explored,,
GAMEPLAY_Stat_TotalCaloriesExpended,Calories Expended,,
GAMEPLAY_Stat_AverageCaloriesPerDay,Average Calories Per Day,,
GAMEPLAY_Stat_DistanceTravelled,Distance Travelled <DISTANCE_KM>,Please do not translate the the text between the < >. This text will be replaced at runtime with the correct value,
GAMEPLAY_Stat_DaysInMysteryLake,Days In Mystery lake,,
GAMEPLAY_Stat_DaysInPleasantValley,Days in Pleasant Valley,,
GAMEPLAY_Stat_DaysInCoastalHighway,Days In Coastal Highway,,
GAMEPLAY_Stat_DaysInDesolationPoint,Days in Desolation Point,,
GAMEPLAY_Stat_DaysInCrashMountainRegion,Days in Timberwolf Mountain,,
GAMEPLAY_Stat_HoursAwake,Hours Awake,,
GAMEPLAY_Stat_HoursAsleep,Hours Rested,,
GAMEPLAY_Stat_HoursIndoors,Hours Indoors,,
GAMEPLAY_Stat_HoursOutdoors,Hours Outdoors,,
GAMEPLAY_Stat_TimeRestedOutdoors,Hours Rested Outdoors,,
GAMEPLAY_Stat_Blizzards,Blizzards Survived,,
GAMEPLAY_Stat_WolfCloseEncounters,Wolf Close Encounters,,
GAMEPLAY_Stat_WolfStrugglesWon,Wolf Struggles Won,,
GAMEPLAY_Stat_WolfStruggles,Wolf Struggles,,
GAMEPLAY_Stat_BearEncountersSurvived,Bear Attacks Survived,,
GAMEPLAY_Stat_MeatConsumed,Meat Consumed <WEIGHT>,Please do not translate the the text between the < >. This text will be replaced at runtime with the correct value,
GAMEPLAY_Stat_FishConsumed,Fish Consumed <WEIGHT>,Please do not translate the the text between the < >. This text will be replaced at runtime with the correct value,
GAMEPLAY_Stat_FishCaught,Fish Caught <WEIGHT>,Please do not translate the the text between the < >. This text will be replaced at runtime with the correct value,
GAMEPLAY_Stat_RabbitsSnared,Rabbits Snared,,
GAMEPLAY_Stat_SuccessfulRepairs,Successful Repairs,,
GAMEPLAY_Stat_BowShot,Bow Shots Taken,,
GAMEPLAY_Stat_SuccessfulHits_Bow,Wildlife Bow Hits,,
GAMEPLAY_Stat_BowAccuracy,Bow Accuracy,,
GAMEPLAY_Stat_RifleShot,Rifle Shots Taken,,
GAMEPLAY_Stat_SuccessfulHits_Rifle,Wildlife Rifle Hits,,
GAMEPLAY_Stat_RifleAccuracy,Rifle Accuracy,,
GAMEPLAY_Stat_DistressPistolShot,Distress Pistol Shots Taken,,
GAMEPLAY_Stat_SuccessfulHits_DistressPistol,Wildlife Distress Pistol Hits,,
GAMEPLAY_Stat_DistressPistolAccuracy,Distress Pistol Accuracy,,
GAMEPLAY_Stat_BearsKilled,Bears Killed,,
GAMEPLAY_Stat_WolvesKilled,Wolves Killed,,
GAMEPLAY_Stat_StagsKilled,Deer Killed,,
GAMEPLAY_Stat_RabbitsKilled,Rabbits Killed,,
GAMEPLAY_Stat_WolvesDistactedByDecoys,Wolves Distracted By Decoys,,
GAMEPLAY_Stat_ItemsCrafted,Items Crafted,,
GAMEPLAY_Stat_PlantsHarvested,Plants Harvested,,
GAMEPLAY_Stat_FiresStarted,Fires Started,,
GAMEPLAY_Stat_Sprains_Wrist,Wrist Sprains,,
GAMEPLAY_Stat_Sprains_Ankle,Ankle Sprains,,
GAMEPLAY_Stat_FoodPoisoning,Food Poisoning,,
GAMEPLAY_Stat_Dysentry,Dysentry,,
GAMEPLAY_Stat_Infection,Infection,,
GAMEPLAY_Stat_Hypothermia,Hypothermia,,
GAMEPLAY_Stat_BloodLoss,BloodLoss,,
GAMEPLAY_Stat_FallCount,Falls,,
GAMEPLAY_Stat_ItemsBrokenDown,Items Broken Down,,
GAMEPLAY_Stat_MeatHarvested,Meat Harvested <WEIGHT>,Please do not translate the the text between the < >. This text will be replaced at runtime with the correct value,
GAMEPLAY_Stat_GutsHarvested,Guts Harvested,,
GAMEPLAY_Stat_HidesHarvested,Hides Harvested,,
GAMEPLAY_Stat_CansOpened,Cans Opened,,
GAMEPLAY_Stat_ItemsLooted,Items looted,,
GAMEPLAY_Stat_LongestBurningFire,Longest Burning Fire <HOURS>,Please do not translate the the text between the < >. This text will be replaced at runtime with the correct value,
GAMEPLAY_Stat_CanOpenersFound,Can Openers Found,,
GAMEPLAY_Stat_NumRopeSlips,Slips on Rope,,
GAMEPLAY_Stat_NumRopeFalls,Falls from Rope,,
GAMEPLAY_Stat_DistanceTravelledOnRope,Distance Travelled on Rope<DISTANCE_METERS>,Please do not translate the the text between the < >. This text will be replaced at runtime with the correct value,
GAMEPLAY_NoCollectiblesFound,No collectibles found.,,
SCENENAME_CrashMountainRegion,Timberwolf Mountain,,
